movie_id,title,year,tmdb_id,directors,actors,genres,tags,avg_rating,rating_count
234,Exit to Eden,1994,18395,,,Comedy,anne rice based on a book nudity (full frontal - notable) nudity (full frontal) nudity (topless - notable) rosie in leather sexuality:bdsm,2.6797,3269
235,Ed Wood,1994,522,,,Comedy Drama,johnny depp tim burton movie business black and white true story biography biopic oscar (best supporting actor),3.6637,16419
236,French Kiss,1995,397,,,Action Comedy Romance,meg ryan romantic beautiful scenery clv comedy fear of airplanes france french countryside,3.3153,12215
237,Forget Paris,1995,10525,,,Comedy Romance,basketball billy crystal boring debra winger france infertility sports,3.2245,6422
238,Far From Home: The Adventures of Yellow Dog,1995,27985,,,Adventure Children,,3.1691,834
239,"Goofy Movie, A",1995,15789,,,Animation Children Comedy Romance,cartoon road trip 90s directorial debut disney disney animated feature father-son relationship goofy,3.0548,3178
240,Hideaway,1995,27303,,,Thriller,based on a book dean koontz,2.9098,837
241,Fluke,1995,21183,,,Children Drama,dogs reincarnation talking animals,3.032,562
242,Farinelli: il castrato,1994,10954,,,Drama Musical,opera 18th century backstage castration musical nudity (topless) sad vocalists,3.3866,1076
243,Gordy,1995,47867,,,Children Comedy Fantasy,mark lewis pigs talking animals,2.5308,439
244,Gumby: The Movie,1995,43475,,,Animation Children,vhs,2.3807,285
245,"Glass Shield, The",1994,72031,,,Crime Drama,police police corruption racism,2.9765,255
246,Hoop Dreams,1994,14275,,,Documentary,basketball documentary sports chicago high school coming of age national film registry nba,4.0429,10432
247,Heavenly Creatures,1994,1024,,,Crime Drama,peter jackson new zealand surrealism lesbian surreal based on a true story kate winslet stylized,3.8405,7681
248,Houseguest,1994,17207,,,Comedy,sinbad bad randall miller,3.0256,3161
249,Immortal Beloved,1994,13701,,,Drama Romance,gary oldman beethoven classical music biographical deafness nudity (full frontal) beautiful music bernard rose,3.6821,4950
250,Heavyweights (Heavy Weights),1995,14819,,,Children Comedy,nostalgic steven brill,2.9854,892
251,"Hunted, The",1995,32631,,,Action,clv horror,3.0503,388
252,I.Q.,1994,11777,,,Comedy Romance,meg ryan tim robbins einstein albert einstein bibliothek character based on real person:albert einstein character based on real person:marilyn monroe chick flick,3.2227,10074
253,Interview with the Vampire: The Vampire Chronicles,1994,628,,,Drama Horror,vampires brad pitt tom cruise kirsten dunst vampire fantasy antonio banderas based on a book,3.4966,27568
254,Jefferson in Paris,1995,87729,,,Drama,,2.8935,629
255,"Jerky Boys, The",1995,18713,,,Comedy,,2.2877,1081
256,Junior,1994,6280,,,Comedy Sci-Fi,arnold schwarzenegger arnold pregnant man danny devito silly easygoing experiment funny,2.7282,9890
257,Just Cause,1995,9061,,,Mystery Thriller,death penalty author:  john katzenbach clv court ed harris laurence fishburne lawyers police,3.4129,3811
258,"Kid in King Arthur's Court, A",1995,37108,,,Adventure Children Comedy Fantasy Romance,clv joss acklund michael gottlieb,2.6468,1710
259,Kiss of Death,1995,6071,,,Crime Drama Thriller,clv nudity (topless - brief) samuel l. jackson,3.0757,1996
260,Star Wars: Episode IV - A New Hope,1977,11,,,Action Adventure Sci-Fi,sci-fi space harrison ford fantasy adventure classic george lucas atmospheric,4.1907,54502
261,Little Women,1994,9587,,,Drama,based on a book louisa may alcott winona ryder adapted from:book christian bale kirsten dunst acting adapted from the books by louisa may alcott,3.6289,10367
262,"Little Princess, A",1995,19101,,,Children Drama,boarding school imagination based on a book class differences england girl power india liesel matthews,3.776,4217
263,Ladybird Ladybird,1994,49980,,,Drama,ken loach angry biting cathartic crissy rock divx drab forceful,3.7316,395
264,"Enfer, L'",1994,17961,,,Drama,actress from nathalie claude chabrol,3.3459,159
265,Like Water for Chocolate (Como agua para chocolate),1992,18183,,,Drama Fantasy Romance,magic bittersweet food intimate magic realism compassionate food/cooking nudity (full frontal - notable),3.9273,11975
266,Legends of the Fall,1994,4476,,,Drama Romance War Western,brad pitt prohibition romance emotional world war i anthony hopkins dramatic great acting,3.4963,16171
267,Major Payne,1995,11008,,,Comedy,comedy military children damon wayans hilarious boarding school clv karyn parsons,2.8784,3792
268,Little Odessa,1994,47504,,,Crime Drama,james gray,3.307,728
269,My Crazy Life (Mi vida loca),1993,32325,,,Drama,allison anders echo park girl gangs,3.4775,600
270,Love Affair,1994,43742,,,Drama Romance,clv ennio morricone,3.1738,1315
271,Losing Isaiah,1995,28313,,,Drama,bad parents but the court scene leaves much to be desired. stephen gyllenhaal the drama is good,3.3305,1257
272,"Madness of King George, The",1994,11318,,,Comedy Drama,biopic england revolution 18th century history costume drama funny mental illness,3.7517,7871
273,Mary Shelley's Frankenstein (Frankenstein),1994,3036,,,Drama Horror Sci-Fi,gothic based on a book adapted from:book bibliothek frankenstein frankenstein's monster mad scientist remake,3.135,7424
274,Man of the House,1995,40490,,,Comedy,james orr,2.8713,1181
275,Mixed Nuts,1994,24070,,,Comedy,christmas annoying bad acting bummer depressing nora ephron steve martin,2.7247,1564
276,Milk Money,1994,8986,,,Comedy Romance,ed harris melanie griffith anne heche boy clv family malcolm mcdowell male teenager(s) & female prostitute(s),2.9863,5459
277,Miracle on 34th Street,1994,10510,,,Drama,christmas remake 70mm bad remake classic dylan mcdermott elizabeth perkins family,3.4234,9140
278,Miami Rhapsody,1995,17402,,,Comedy,,3.0216,1157
279,My Family,1995,38722,,,Drama,clv gregory nava in netflix queue,3.6998,936
280,Murder in the First,1995,8438,,,Drama Thriller,prison alcatraz christian slater corruption gary oldman kevin bacon 1930s clv,3.7257,5104
281,Nobody's Fool,1994,11593,,,Comedy Drama Romance,clv hulu nudity (topless - notable) nudity (topless) paul newman perrot library robert benton small town,3.6705,3936
282,Nell,1994,1945,,,Drama,jodie foster liam neeson disability language natasha richardson nudity (full frontal) speech therapy can't remember,3.421,11249
283,New Jersey Drive,1995,39310,,,Crime Drama,,3.0797,232
284,New York Cop (Nyû Yôku no koppu),1993,109560,,,Action Crime,,2.8889,36
285,Beyond Bedlam,1993,56428,,,Drama Horror,,2.3314,86
286,Nemesis 2: Nebula,1995,63105,,,Action Sci-Fi Thriller,albert pyun fbb muscles strong women sue price bad story,2.0413,109
287,Nina Takes a Lover,1994,131957,,,Comedy Romance,,3.2447,329
288,Natural Born Killers,1994,241,,,Action Crime Thriller,brutality dark comedy serial killer psychedelic stylized hallucinatory satire mindfuck,3.2303,23610
289,Only You,1994,9058,,,Comedy Romance,destiny marissa tomei robert downey jr bob*ola bonnie hunt can't remember fisher stevens joaquin de almeida,3.346,3192
290,Once Were Warriors,1994,527,,,Crime Drama,brutality new zealand abuse based on a book maori rape strong women alcoholism,3.9953,4042
291,Poison Ivy II,1996,18220,,,Drama Thriller,nudity (topless - notable),2.2767,656
292,Outbreak,1995,6950,,,Action Drama Sci-Fi Thriller,disease epidemic formulaic military overrated wolfgang petersen biology clv,3.4144,26246
293,Léon: The Professional (a.k.a. The Professional) (Léon),1994,101,,,Action Crime Drama Thriller,jean reno natalie portman assassin hitman gary oldman great acting action disturbing,4.0506,25804
294,"Perez Family, The",1995,63020,,,Comedy Romance,,3.1763,851
295,"Pyromaniac's Love Story, A",1995,2307,,,Comedy Romance,,2.7974,469
296,Pulp Fiction,1994,680,,,Comedy Crime Drama Thriller,quentin tarantino dark comedy nonlinear samuel l. jackson multiple storylines cult film black comedy bruce willis,4.1742,67310
297,Panther,1995,41478,,,Drama,,3.1147,266
298,Pushing Hands (Tui shou),1992,25296,,,Drama,ang lee directorial debut,3.5041,244
299,Priest,1994,40156,,,Drama,gay queer religion catholicism homosexuality christianity funny priest,3.7289,2626
300,Quiz Show,1994,11450,,,Drama,based on a true story corruption crime intelligent john turturro ralph fiennes robert redford television,3.6667,20601
301,Picture Bride (Bijo photo),1994,30304,,,Drama Romance,japan kayo hatta toshiro mifune toshirô mifune,3.5277,469
302,"Queen Margot (Reine Margot, La)",1994,10452,,,Drama Romance,16th century history massacre nudity (full frontal) biography bloody catholicism christianity,3.75,1564
303,"Quick and the Dead, The",1995,12106,,,Action Thriller Western,russell crowe western gene hackman leonardo dicaprio sharon stone sam raimi betamax boring,3.0402,6945
304,Roommates,1995,161495,,,Comedy Drama,,3.1989,724
305,Ready to Wear (Pret-A-Porter),1994,3586,,,Comedy,nudity (full frontal) fashion forest whitaker altman cher julia roberts,2.706,3429
306,Three Colors: Red (Trois couleurs: Rouge),1994,110,,,Drama,krzysztof kieslowski atmospheric coincidences french three colors trilogy best of rotten tomatoes: all time bfi modern classic criterion,4.0896,7252
307,Three Colors: Blue (Trois couleurs: Bleu),1993,108,,,Drama,atmospheric meditative bfi modern classic juliette binoche music three colors trilogy beauty classical music,3.9932,6676
308,Three Colors: White (Trzy kolory: Bialy),1994,109,,,Comedy Drama,three colors trilogy beautiful bfi modern classic poland satirical sequel three colours trilogy touching,3.9132,5170
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",1994,159185,,,Drama,business fireworks ping he,3.6362,459
310,Rent-a-Kid,1995,36357,,,Comedy,,2.7673,245
311,Relative Fear,1994,92769,,,Horror Thriller,,2.6605,81
312,Stuart Saves His Family,1995,28033,,,Comedy,saturday night live al franken dumb but sophisticated harold ramis satire true to life,2.6204,1325
313,"Swan Princess, The",1994,22586,,,Animation Children,swan lake animation musical,3.0239,1173
314,"Secret of Roan Inish, The",1994,14334,,,Children Drama Fantasy Mystery,all i remember about this movie is that jamie was a seal. and something about the mother being a unicorn... unless i have my irish movies messed up. ancestors child's wisdom clv family heritage irish john sayles,3.8491,4124
315,"Specialist, The",1994,2636,,,Action Drama Thriller,sylvester stallone clv luis llosa no_fa_ganes nudity (rear) nudity (topless) sharon stone,2.9021,11164
316,Stargate,1994,2164,,,Action Adventure Sci-Fi,sci-fi space time travel aliens archaeology egypt mythology science fiction,3.3542,31799
317,"Santa Clause, The",1994,11395,,,Comedy Drama Fantasy,christmas tim allen judge reinhold santa claus david krumholtz holiday children elves,3.1461,16183
318,"Shawshank Redemption, The",1994,278,,,Crime Drama,morgan freeman prison twist ending stephen king thought-provoking prison escape inspirational friendship,4.447,63366
319,Shallow Grave,1994,9905,,,Comedy Drama Thriller,dark comedy atmospheric disturbing macabre crime cynical danny boyle underrated,3.7845,7180
320,Suture,1993,87078,,,Film-Noir Thriller,identity underrated,3.2492,319
321,Strawberry and Chocolate (Fresa y chocolate),1993,12527,,,Drama,communism cuba anti-homophobia caribbean facing problems homophobia juan carlos tabio latin america,3.7619,922
322,Swimming with Sharks,1995,20306,,,Comedy Drama,revenge black comedy dark comedy kevin spacey mean 2.5 george huang not funny,3.6973,2986
324,"Sum of Us, The",1994,36614,,,Comedy Drama,gay and straight geoff burton kevin dowling must see! russell crowe socially relevant,3.6866,469
325,National Lampoon's Senior Trip,1995,27993,,,Comedy,national lampoon,2.6462,1036
326,To Live (Huozhe),1994,31439,,,Drama,poignant class issues gritty politics china communism purpose in life tense,4.081,1333
327,Tank Girl,1995,9067,,,Action Comedy Sci-Fi,post-apocalyptic lori petty post apocalyptic based on a comic craptacular malcolm mcdowell mutants naomi watts,2.8063,7159
328,Tales from the Crypt Presents: Demon Knight,1995,9059,,,Horror Thriller,nudity (topless) billy zane clv ernest r. dickerson gilbert adler nostalgic,3.1531,2427
329,Star Trek: Generations,1994,193,,,Adventure Drama Sci-Fi,star trek patrick stewart sci-fi william shatner based on a tv show gene roddenberry space enterprise,3.3296,26404
330,Tales from the Hood,1995,25066,,,Action Crime Horror,clv rusty cundieff,2.8083,1536
331,Tom & Viv,1994,46797,,,Drama,mental illness,3.2853,559
332,Village of the Damned,1995,12122,,,Horror Sci-Fi,evil children john carpenter kinda boring looks made for tv psychic powers remake to see: horror,2.7609,2085
333,Tommy Boy,1995,11381,,,Comedy,chris farley funniest movies david spade brian dennehy funny hilarious salesmen seen more than once,3.3485,10962
334,Vanya on 42nd Street,1994,32636,,,Drama,autumnal austere based on a play criterion intimate louis malle meditative actors,3.8193,1638
335,Underneath,1995,36141,,,Mystery Thriller,clv,3.2632,397
336,"Walking Dead, The",1995,95963,,,Drama War,,2.8508,295
337,What's Eating Gilbert Grape,1993,1587,,,Drama,johnny depp leonardo dicaprio coming of age mental illness bittersweet small town whimsical disability,3.7558,17881
338,Virtuosity,1995,9271,,,Action Sci-Fi Thriller,serial killer can't remember russell crowe brett leonard clv crowe futuristmovies.com peter gabriel music,2.9947,4652
339,While You Were Sleeping,1995,2064,,,Comedy Romance,sandra bullock chick flick romance bill pullman coma feel good movie bechdel test:fail cute romance,3.5003,23214
340,"War, The",1994,19855,,,Adventure Drama War,can't remember kevin pederast,3.3753,1467
341,Double Happiness,1994,60855,,,Drama,might like mina shum,3.5938,400
342,Muriel's Wedding,1994,236,,,Comedy,australian bittersweet comedy australia quirky weddings friendship overrated,3.51,11690
343,"Baby-Sitters Club, The",1995,48287,,,Children,to see: kites for kiddos,2.6461,934
344,Ace Ventura: Pet Detective,1994,3049,,,Comedy,jim carrey comedy dumb goofy silly fun jim carrey being jim carrey very dumb very funny,2.9823,38226
345,"Adventures of Priscilla, Queen of the Desert, The",1994,2759,,,Comedy Drama,australia gay queer road movie gender identity musical road trip transgender,3.6496,10312
346,Backbeat,1993,12635,,,Drama Musical,musicians beatles nudity (topless) rock and roll seen 2013,3.4291,1129
347,Bitter Moon,1992,10497,,,Drama Film-Noir Romance,roman polanski disturbing nudity (topless - notable) nudity (topless) bdsm hugh grant passionate erotic,3.4121,1542
348,Bullets Over Broadway,1994,11382,,,Comedy,woody allen johnny depp oscar (best supporting actress) 1930s broadway clv erlend's dvds john cusack,3.7007,8038
349,Clear and Present Danger,1994,9331,,,Action Crime Drama Thriller,cia tom clancy harrison ford jack ryan tense based on a book boring clancy,3.6603,29571
350,"Client, The",1994,10731,,,Drama Mystery Thriller,john grisham tommy lee jones based on a book courtroom lawyers southern theme susan sarandon 123,3.4674,15833
351,"Corrina, Corrina",1994,10464,,,Comedy Drama Romance,interracial romance directorial debut jazz can't remember children jessie nelson,3.3047,3667
352,Crooklyn,1994,34152,,,Comedy Drama,brooklyn child's point of view clv dvd-video poverty wired 50 greatest soundtracks,3.2599,1343
